lambda,1,2,3,4,5,6,7,8,9,10
242.0378213,17.71538462,21.34615385,10.32307692,9.292307692,10.22307692,14.43076923,20.03846154,6.792307692,14.38461538,21.91538462
242.2550061,11.66923077,10.01538462,8.338461538,11.70769231,6.753846154,16.49230769,26.39230769,12.02307692,12.19230769,17.09230769
242.4721811,11.47692308,7.423076923,13.7,12.43846154,30,18.63846154,10.01538462,16.45384615,14.83076923,20.29230769
242.689346,18.7,14.29230769,9.253846154,16.76153846,14.43076923,9.553846154,13.96153846,10.93846154,5.223076923,19.87692308
242.9065011,21.18461538,14.2,9.515384615,6.338461538,22.52307692,14.24615385,7.184615385,16.01538462,21.97692308,15.01538462
243.1236461,10.61538462,23.91538462,5.530769231,17.55384615,15.62307692,4.5,11.62307692,13.72307692,8.4,12.13846154
243.3407812,14.54615385,22.95384615,8.476923077,20.5,18.57692308,16.00769231,12.25384615,6.792307692,8.646153846,24.11538462
243.5579064,12.40769231,9.792307692,15.31538462,5.138461538,12.80769231,14.80769231,12.08461538,10.33076923,11.48461538,12.68461538
243.7750216,16.85384615,16.59230769,14.26153846,19.44615385,14.14615385,6.123076923,15.26923077,6.761538462,15.81538462,13.44615385
243.9921268,8.461538462,1.076923077,8.346153846,6.161538462,10.57692308,8.738461538,14.13846154,5.438461538,12.90769231,21.79230769
244.2092221,12.32307692,16.53846154,16.68461538,8.246153846,12.98461538,14.19230769,16.94615385,10.43846154,5.169230769,18.05384615
244.4263073,16.70769231,11.6,12.04615385,9.430769231,17.28461538,12.92307692,15.36923077,11.46923077,11.72307692,14.81538462
244.6433826,14.3,18.24615385,9.684615385,12.16923077,11.11538462,17.83846154,14.72307692,14.44615385,15.6,14.13846154
244.860448,12.17692308,11.63846154,11.13076923,10.4,16.63076923,8.576923077,11.58461538,13.56923077,12.37692308,12.26153846
245.0775033,18.49230769,7.653846154,12.18461538,11.1,7.715384615,12.40769231,15.91538462,10.75384615,11.06923077,16.46153846
245.2945487,19.26153846,11.68461538,13.88461538,8.192307692,15.61538462,15.30769231,14.49230769,4.907692308,6.369230769,13.02307692
245.5115841,17.63846154,14.02307692,11.36923077,19.46153846,19.01538462,13.37692308,17.28461538,11.4,13.26923077,16.00769231
245.7286095,21.03076923,9.538461538,13.03076923,8.738461538,7.7,4.192307692,7.092307692,12.51538462,13.64615385,15.66153846
245.945625,16.00769231,16.79230769,14.20769231,6.7,7.576923077,21.00769231,14.86923077,23.07692308,10.37692308,14.88461538
246.1626304,8.8,10.77692308,14.16923077,19.62307692,15.11538462,4.392307692,12.94615385,9.992307692,11.03846154,5.653846154
246.3796258,14.84615385,13.61538462,12.36923077,7.530769231,11.31538462,17.59230769,16.41538462,16.03846154,10.55384615,10.63076923
246.5966113,8.930769231,1.515384615,19.4,14.18461538,9.815384615,9.823076923,7.6,8.6,11.79230769,13.41538462
246.8135867,14.20769231,12.90769231,15.06153846,9.038461538,19.14615385,15.03846154,11.52307692,13.40769231,8.369230769,19.41538462
