lambda,1,2,3,4,5,6,7,8,9,10,11
232.6894946,11.56923077,18.60769231,13.13076923,11.27692308,20.74615385,3.369230769,9.6,19.46153846,7.515384615,13.16923077,
232.907105,24.86923077,17.84615385,8.284615385,25.66923077,30.18461538,17.81538462,14.14615385,4.338461538,13.65384615,14.91538462,
233.1247055,9.353846154,16.14615385,21.86923077,14.54615385,9.715384615,9.815384615,10.69230769,20.70769231,12.08461538,9.046153846,
233.3422962,22.82307692,18.89230769,13.06153846,16.36923077,19.56153846,17.60769231,15.5,7.492307692,22.99230769,19.83076923,
233.559877,28.11538462,10.40769231,21.53076923,12.45384615,18.96923077,12.5,9.953846154,18.7,13.72307692,13.95384615,
233.777448,16.06153846,15.06153846,10.63076923,15.23076923,22.66153846,8.2,14.95384615,6.761538462,17.58461538,21.03076923,
233.9950092,19.41538462,18.88461538,17.64615385,5.169230769,18.43846154,8.653846154,13.86923077,13.01538462,13.90769231,16.21538462,
234.2125604,16.92307692,11.50769231,15.96923077,17.79230769,13.73076923,11.46153846,16.78461538,9.361538462,13.83846154,19.48461538,
234.4301018,20.18461538,17.2,18.03076923,14.56923077,11.94615385,6.053846154,13,13.06923077,18.97692308,8.069230769,
234.6476334,13.90769231,11.61538462,11.08461538,21.04615385,17.76923077,8.253846154,9.284615385,14.73846154,17.77692308,13.14615385,
234.8651551,21.91538462,15.16153846,3.061538462,15.16923077,13.24615385,17.7,15.24615385,10.85384615,17.84615385,13.25384615,
235.0826669,18.66153846,12.11538462,15.86923077,22.58461538,16.94615385,17.10769231,18.75384615,14.53846154,26.97692308,19.6,
235.3001688,9.061538462,15.98461538,16.09230769,12.75384615,13.40769231,12.70769231,11.23846154,9.253846154,5.046153846,15.59230769,
235.5176609,15.45384615,20.54615385,16.96153846,18.56923077,13.06153846,10.06923077,11.91538462,19.6,12.00769231,16.43076923,
235.7351431,9.807692308,9.707692308,8.7,19.61538462,10.01538462,12.24615385,21.47692308,15.67692308,6.3,15.45384615,
235.9526155,22.57692308,15.96923077,11.36153846,18.63076923,18.26923077,21.00769231,16.19230769,16.06153846,18.03846154,25.33076923,
236.1700779,13.86923077,11.06153846,6.861538462,10.54615385,14.6,10.69230769,10.17692308,9.538461538,18.43846154,7.446153846,
236.3875305,17.77692308,13.23846154,14.31538462,25.75384615,16.97692308,18.53846154,16.98461538,14.33076923,19.58461538,18.7,
236.6049732,14.42307692,16,16.90769231,13.53846154,11.2,20.48461538,6.523076923,13.66923077,15.40769231,9.638461538,
236.822406,28.90769231,15.36153846,20.66153846,25.26923077,20.96153846,26.90769231,17.61538462,12.98461538,14.19230769,21.53076923,
237.0398289,20.20769231,13.00769231,13.83076923,13.83076923,10.1,5.276923077,12.71538462,15.16923077,12.26923077,19.25384615,
237.2572419,14.24615385,14.06153846,14.14615385,15.81538462,16.1,5.107692308,8.992307692,11.43846154,18.67692308,20.63076923,
